"","idPdc","nom","nomOrganisme/domain","lat","lon","token","type"
"23","100033675","Suvantosilta pohj","Joensuu","62.59809","29.76358","","publicwebpageplus"
"24","100038690","Sirkkalan silta Etelä","Joensuu","62.6030798904469","29.769021796734","","publicwebpageplus"
"25","100038691","Sirkkalan silta Pohj","Joensuu","62.60262","29.77349","","publicwebpageplus"
"26","100042081","Reijolan valaistu 28.10.2022 alkaen","Joensuu","62.54379","29.83273","","publicwebpageplus"
"27","100042082","Linnunlahti 28.2.2023","Joensuu","62.595203826515","29.7399660944939","","publicwebpageplus"
"28","100042233","Pötkä","Joensuu","62.6053680515252","29.770993765096","","publicwebpageplus"
"29","100046971","Kauppakatu","Joensuu","62.6038778465264","29.7638972168479","","publicwebpageplus"
"30","100060277","Kontiolahti","Joensuu","62.63911","29.80273","","publicwebpageplus"
"31","100053269","Reidi tee nr 7","Tallinn","59.4429863","24.7897787","","publicwebpageplus"
"32","100054898","Reidi tee nr 5","Tallinn","59.440956","24.767438","","publicwebpageplus"
"33","100054899","Reidi tee nr 4","Tallinn","59.4405383","24.7676793","","publicwebpageplus"
"34","100054900","Reidi tee nr 6","Tallinn","59.4423738","24.7891249","","publicwebpageplus"
"35","100054901","Reidi tee nr 3","Tallinn","59.4431555","24.7896215","","publicwebpageplus"
"36","100054902","Reidi tee nr 1","Tallinn","59.4433561","24.7896215","","publicwebpageplus"
"37","100057091","Reidi tee nr 2","Tallinn","59.441113","24.767374","","publicwebpageplus"
"38","100048863","Springorumtrasse","6603","51.46881","7.22925","43ee349682220dc7c3ed8fe7edb2f6631db7f58ea4d365913d634d8d2714f350","publicwebpage"
"39","100048864","Wittener Str. stadteinwärts","6603","51.47985","7.22454","cfefa06842b0416ed864b7553221ca194eade701d7057ce82e661b9c9ce0e8a7","publicwebpage"
"40","100048865","Wittener Str. stadtauswärts","6603","51.47864","7.22597","ed2b536f1127ae20488d73550fdd0cba4259a2ac236ffe37dd7ce39545f0fb21","publicwebpage"
"41","100048878","Totem C-31","6578","41.3386302201082","2.09973904863993","4f1392e99f37876f2c36cd412fb3449cd13deff1c571829b5c68f21fe25e72da","publicwebpage"
"42","100049071","Wittener Str. Gesamt","6603","51.4792918088449","7.2251914408063","e61dfcd4556277540d09f737938f9cf3f9832593234d94565793262f54858b40","publicwebpage"
"43","100049119","SAN DONATO","6082","44.512313","11.386013","eb06d300b7645896c1f9c94d6ebd1cd155e7874796bbf27d2032210771ec0bb2","publicwebpage"
"44","100049218","Sant Just","6577","41.3783035914517","2.08002408345543","490f4ae7a377f5cce387c9b26ebad806a348b4dff2c53c96b7ce19117be32422","publicwebpage"
"45","100049358","Via Sabotino","6082","44.497062","11.322866","21575a51e799a6f61e97b1dfe47fd548bfa073e06709e1e9dcf127b0043b9520","publicwebpage"
"46","100049597","Wipperfürth","6109","51.12138","7.3836","f35f9b2ac062c7d631100297c27b4bd80e47e491af0a47cf22f04aa0bf9e9bd6","publicwebpage"
"47","100049598","Gummersbach/Bergneustadt","6109","51.00969","7.62874","70a99d05565500067fc7871310c8d938236390d27d02c1b903c9a19d5f442126","publicwebpage"
"48","100063497","Piispanristi_tot","Turku (ELY-keskus) PWP+","60.4179658301847","22.32524587582","","publicwebpageplus"
"49","100049599","Lindlar","6109","51.01643","7.33235","7c6ad55a3bac55c2c495e5b756b91c1b69a1f208bc00d7d0ff34f54284d7ed84","publicwebpage"
"50","100049600","Totem Esplugues","6662","41.3774043140268","2.08872199058533","d03b10a79ebcc9fe3b36e5be21233cb62e6cae6d712efcf0dfc28fe090c3734d","publicwebpage"
"51","100049883","Schlierbacher Landstraße","4206","49.4147048464748","8.71839594333201","ed67ba8dda7c988a0a9bd93bb6970db0ce23a063d945dc859dd03b7692fc7414","publicwebpage"
"52","100049884","Kurfürstenanlage Nord","4206","49.4067","8.68863","18acbc798fc93ddd351cefbf17240ef1c540c7e22a2cdaac099e62a5db3e674b","publicwebpage"
"53","100049885","Kurfürstenanlage Süd","4206","49.4064282521949","8.68860732163321","a3e3c7c265e95d0ae4c88fda0b921d9d5c17e9de08ccadea30af302d446a6825","publicwebpage"
"54","100049901","Ziegelhäuser Landstraße","4206","49.4192588715679","8.72596429206184","bc069830640e00923c35d79d50ddb3b225d9c54251f38ba2f1a49bd9e7315809","publicwebpage"
"55","100050003","SPARE","6459","48.61256","-1.50687","18eb7eb15826cd904c18124d95ade34547454e4271fabacf46c933ff81bf98ef","publicwebpage"
"56","100050004","2100 blk","6459","49.2664778762103","-123.1383061409","b9da555b4881f5bb03c336e9c87a75600bd35cabdaebd250215d45fa96f8ac93","publicwebpage"
"57","100050005","2300 blk","6459","49.2647665","-123.1382469","21a19eab633b2505bb2a5a58fdc7e37b721fc3b4ecc1f30c87d36e1ce61dfa9d","publicwebpage"
"58","100050006","2200 blk","6459","49.2658792858324","-123.138590455055","9ce55d6c8d9856cca630e972d2bd28e5af4858eaba06a300de0fc23f462ad1eb","publicwebpage"
"59","100031881","Stillwell Ave - West Ramp","NYC Parks Demo","40.5730650698869","-73.9807152723435","","publicwebpageplus"
"60","100031885","Stillwell Ave - East Ramp","NYC Parks Demo","40.5730686720281","-73.9805523096577","","publicwebpageplus"
"61","100031887","Stillwell Ave - Stairs/ADA Ramp","NYC Parks Demo","40.5730627420061","-73.9807169144643","","publicwebpageplus"
"62","100031888","W 10th St","NYC Parks Demo","40.5733552681315","-73.9781153335942","","publicwebpageplus"
"63","100032989","Stillwell Avenue","NYC Parks Demo","40.57306","-73.98071","","publicwebpageplus"
"64","100032990","Beach 116th Street","NYC Parks Demo","40.57774","-73.83607","","publicwebpageplus"
"65","100032991","Coney Island Avenue","NYC Parks Demo","40.575207","-73.95927","","publicwebpageplus"
"66","100032992","Beach 98th Street","NYC Parks Demo","40.582546","-73.81825","","publicwebpageplus"
"67","100032993","West 10th Street","NYC Parks Demo","40.573353","-73.978096","","publicwebpageplus"
"68","100037736","Coney Island Ave - West","NYC Parks Demo","40.575200796018","-73.9593864716063","","publicwebpageplus"
"69","100037737","High Bridge","NYC Parks Demo","40.8423355507332","-73.9304595438884","","publicwebpageplus"
"70","100039323","Beach 98th St","NYC Parks Demo","40.582508","-73.818275","","publicwebpageplus"
"71","100039324","Freshkills Greenway - Travis Ave","NYC Parks Demo","40.5942509380569","-74.16797320312","","publicwebpageplus"
"72","100039325","Freshkills Greenway - Richmond and Platinum Aves","NYC Parks Demo","40.579709432942","-74.1697038510437","","publicwebpageplus"
"73","100039326","Rockaway - Beach 116th East","NYC Parks Demo","40.5777968977326","-73.8359344276362","","publicwebpageplus"
"74","100039327","Rockaway - Beach 116th West","NYC Parks Demo","40.5777049966527","-73.8361870816921","","publicwebpageplus"
"75","100039329","IPM Loaner B - Prospect - 50'","NYC Parks Demo","40.7657789677246","-73.9710993055825","","publicwebpageplus"
"76","100039330","IPM Loaner C Van Cortlandt - 15'","NYC Parks Demo","40.5744113337152","-73.974604127324","","publicwebpageplus"
"77","100040135","E111th Street ERE","NYC Parks Demo","40.791620520195","-73.9350742640161","","publicwebpageplus"
"78","100040193","Planning EcoCounter 2","NYC Parks Demo","40.7676098827347","-73.9713022622016","","publicwebpageplus"
"79","100044388","Samuel Seabury - Lex Ave","NYC Parks Demo","40.7855967215763","-73.9510076378618","","publicwebpageplus"
"80","100046380","Prospect Park Test Sensor","NYC Parks Demo","40.7657789677246","-73.9710993055825","","publicwebpageplus"
"81","100046479","Van Cortlandt Test Sensor","NYC Parks Demo","40.5744113337152","-73.974604127324","","publicwebpageplus"
"82","100046871","Pelham Bay Test Sensor","NYC Parks Demo","40.5733552681315","-73.9781153335942","","publicwebpageplus"
"83","100048305","Transmitter Park - Greenpoint Ave Entrance","NYC Parks Demo","40.729639","-73.960251","","publicwebpageplus"
"84","100048306","Transmitter Park - Kent Street Entrance","NYC Parks Demo","40.730238","-73.960574","","publicwebpageplus"
"85","100050030","Ernst-Walz-Brücke West - alt","4206","49.4104258220731","8.67660385740664","59a429696c70abad9ede4a60a1e33cb6f374f1596d82196cf8f2d42aa271d6d3","publicwebpage"
"86","100050300","Marienlyst sudgående","3936","0","0","e40536df6d57338a8299c48dd19a29908a31f9ca0c3382b9d00b55efcf58a5c7","publicwebpage"
"87","100050420","Radzählstelle Lincoln Siedlung","6725","49.84743","8.64602","0f9170f243bb61c45b812d7559c0e0fe1815a1db212207556e661dfd5e3c22fd","publicwebpage"
"88","100050626","Preikestolen","6732","58.9890604735615","6.18567153336998","d0c72241cf1b8163e74d8b4cabe21105d1f91e2b7471571c841939e950f77a0f","publicwebpage"
"89","100050631","Radschnellweg Osnabrück Belm","6821","52.2799654030862","8.0550560783977","7b662872c592641dd8053ed7ecbccf8589659196b3e9f37cd9f5dede03c1880c","publicwebpage"
"90","100050695","2300 EAST","6459","0","0","5376be8d474a1679fc3b8ede5cef671db9e16491a9a82cfcbe9dbdc74507ae8d","publicwebpage"
"91","100050750","Kurfürstenanlage Querschnitt","4206","49.4064875434975","8.68846627824381","7c4d39516b67d9cf66283e8295584ee975a080018ad94f40981f3b2db4a02711","publicwebpage"
"92","100050813","Josef-Murr-Weg","6752","47.21598","9.55113","e816f454f5ebb949d6dbf4f7eb9aefd532bed942697634a29e116256024b30a5","publicwebpage"
"93","100051519","Armand-Frappier","6799","45.5491443346499","-73.73086810112","7817e8ab5b9a007c22286858a1404e6bfe8bed8caf4a94b6475962204701cf4b","publicwebpage"
"94","100051520","Papineau","6799","45.60465","-73.67847","6f3e99a03a799f8563d6e3592f4d43b38bb9e3377d4b2b69b46a86fe02455c92","publicwebpage"
"95","100032128","Troldhaugen","Kode Bergen","60.3194718508997","5.32915456941208","","publicwebpageplus"
"96","100032129","Siljustøl","Kode Bergen","60.2935118592506","5.29807844078807","","publicwebpageplus"
"97","100032130","Lysøen","Kode Bergen","60.213738153904","5.36198853040433","","publicwebpageplus"
"98","100032131","KODE 3","Kode Bergen","60.3895","5.3275757","","publicwebpageplus"
"99","100032983","KunstLab","Kode Bergen","60.389294","5.3289094","","publicwebpageplus"
"100","100033088","KODE 4","Kode Bergen","60.389313","5.328995","","publicwebpageplus"
"101","100033089","KODE 2","Kode Bergen","60.390068","5.3253474","","publicwebpageplus"
"102","100051521","Équerre","6799","45.6074644526571","-73.7640388886023","ac040f842fe3682b4250943afe53e21400323a92041f6a1dccc6c768148e82fa","publicwebpage"
"103","100051652","Penzance/Willingdon","4852","49.2855751007284","-123.002907452646","599a4827992bb822cb0a235e63a493cff759d1f1063cc84062286bcf54db4b3e","publicwebpage"
"104","100051681","Logger","607","0","0","2c3ebaa3b4317da96d2c61870c42e8ef208b55886679dc1fd0978863129c1999","publicwebpage"
"105","100051930","Rambla del Celler","6840","41.4710379310678","2.0845538157004","bb3ce34f1d26f3603aa155b672504f48aea2ab0bc6cca186abacb6e850cfb809","publicwebpage"
"106","100051931","Camí de Can Gatxet","6840","41.4686663780675","2.06933498382568","208d1059b326160cafbdf96a92cf2e4d86113811172ed8644761d4b21f5fc4ae","publicwebpage"
"107","100052416","Preikestolen","6732","58.9890604735615","6.18567153336998","42077dc42ab5df68235b2f679e531d7223ee99178b31c4eccab067a1fddeaad8","publicwebpage"
"108","100052417","Peggy's Cove South Walkway to Lighthouse","4281","44.4918064736388","-63.9176253856931","b64fc09508134166e5efc3907b29b8cd8352187cbf3bba076eaaee2fd0a87664","publicwebpage"
"109","100052418","Peggy's Cove Boardwalk North Entrance","4281","44.492912","-63.917477","8f5ce373b3fb06dcfa1cf8fab09914f000f5315edf663d91fe494e3d0d992649","publicwebpage"
"110","100052421","Bradlaugh Fields","184","52.26031630084","-0.870028829592977","e57f02c5131c979cee583cef9d21afc56b2ada817db708ed43eb6dfdc85643b7","publicwebpage"
"111","100052516","Caswell Road  A508 Kingsthorpe - TTech Totem ","184","52.2192811551432","-0.872794084434925","e0fef54dd5a78fc543a4b3ca8a1fff6e5b4a45b4e37cdc19b70722f2ce326a40","publicwebpage"
"112","100039435","Wagenhalsstraße","Fahrradzähler Stadt Augsburg","48.36483","10.90473","","publicwebpageplus"
"113","100040476","Ulrichsbrücke","Fahrradzähler Stadt Augsburg","48.3760119703383","10.9132373688336","","publicwebpageplus"
"114","100056923","Gögginger Straße südlich Rosenaustraße","Fahrradzähler Stadt Augsburg","48.3600286153053","10.8896257989502","","publicwebpageplus"
"115","100056927","Färberstraße/Gollwitzerstr.","Fahrradzähler Stadt Augsburg","48.3613605848565","10.8740252793438","","publicwebpageplus"
"116","100056928","Haunstetter Straße Höhe protestantischer Friedhof","Fahrradzähler Stadt Augsburg","48.3538000926673","10.9020495925903","","publicwebpageplus"
"117","100056929","Friedrich-Ebert-Straße östlich Haltestelle Messe","Fahrradzähler Stadt Augsburg","48.3377808596721","10.885667684704","","publicwebpageplus"
"118","100056930","Friedberger Straße östlich Afrabrücke","Fahrradzähler Stadt Augsburg","48.3551047763628","10.9376340607374","","publicwebpageplus"
"119","100059529","Rosenaustraße westlich Gögginger Straße","Fahrradzähler Stadt Augsburg","48.36075","10.88864","","publicwebpageplus"
"120","100060370","Konrad Adenauer Allee Fahrradstraße","Fahrradzähler Stadt Augsburg","48.3642082486043","10.895556807518","","publicwebpageplus"
"121","100061140","Dieselbrücke","Fahrradzähler Stadt Augsburg","48.3855766655468","10.8861252374284","","publicwebpageplus"
"122","300023182","Südlich A8-Unterführung, Ostseite","Fahrradzähler Stadt Augsburg","48.41357","10.88982","","publicwebpageplus"
"123","300023716","Postillionstraße südl. Roggenstraße","Fahrradzähler Stadt Augsburg","48.3044927115721","10.8938026428223","","publicwebpageplus"
"124","100052519","A508 Kingsthorpe - TTech Totem","184","52.2624466069417","-0.899832498886962","d8fad0e502edb748377800a87da932f01bb75f7cf9415557d8d6c439e612ffb9","publicwebpage"
"125","100052520","A428 Bedford Road - TTech Totem","184","52.2327357402583","-0.88306492505738","6d93423ad66dd821ff6f13eb4079ea177004e3e8d4effd4485119fd78913a37f","publicwebpage"
"126","100052521","Mare Fair - TTech Totem","184","52.2368421650686","-0.904266695181526","c2fdb5e855235e816264bb1f03f55cbb6a359a53b512197515fb457cef0ebb13","publicwebpage"
"127","100052768","Grunwaldzka","6113","52.4030276281104","16.891747713089","3cada147b413c87114f76ae39079a628dbd898337aa244815acf48af34033694","publicwebpage"
"128","100053209","Camillien-Houde 1","630","45.5086158166105","-73.5911635163874","d7db71a7d61db5c627aa48b483fefbcceb9b5ea5c446ce400e5c56de914cd77b","publicwebpage"
"129","100053256","5.17 BN - Rheinweg","4701","50.715843","7.116407","70a340ce32cb81ba3777319bcbe52bf43fd30b3e57ba1bccc5c16a60424e94e4","publicwebpage"
"130","100053299","Millenium Track","909","-44.69835","169.11662","8e78d92e98c696ecca459f9c221d92cb4b9e6fb235721d0649dd9144ea89dd12","publicwebpage"
"131","100053300","Eely Point","909","-44.67897","169.1255","1c71e59a854dcbdab5df22db5e0bfe631d96d37db1ebad50dac1a5c2e80d8ec5","publicwebpage"
"132","100053451","Broadway & Promenade - Eco-Display Classic","5438","33.7691186742595","-118.190866378635","f6c32534478ba1146b749bece9de8a92c01a532bfbb1d0e6c668a7780f2c2ee2","publicwebpage"
"133","100053563","5.16 BN - Joseph-Beuys-Allee","4701","50.715294","7.117488","0b93e409284f202f631dc8b7ba9b81e8c45a08ab0a9b91edc45044fc91b0b1bd","publicwebpage"
"134","100032743","Myrdammen v/bom","Raelingen","59.8650544957558","11.079277655375","","publicwebpageplus"
"135","100032744","Undergang Fjerdingby","Raelingen","59.9236954542377","11.0665863772859","","publicwebpageplus"
"136","100038333","Tursti til Bjønnåsen","Raelingen","59.9198784330979","11.0564758211576","","publicwebpageplus"
"137","100039714","Tursti til Bjønnåsen","Raelingen","59.9198784330979","11.0564758211576","","publicwebpageplus"
"138","100041377","Åmotdammen","Raelingen","59.9251491053923","11.0286440040737","","publicwebpageplus"
"139","100052549","Brudalen","Raelingen","59.9196791202743","11.0578356300197","","publicwebpageplus"
"140","100053565","Sarbinowo","5741","54.2456078466128","15.9280197011678","6837931341d9741a71d48d6710d045fd26af19c687062329fb4ccf32696d92b1","publicwebpage"
"141","100053578","E&N west of Hallowell Rd","4828","48.44686","-123.43095","bca8889ef4a84ffda07ccad5df30bbe3a4a6db101b5255f156e4071ac033740d","publicwebpage"
"142","100053579","Galloping Goose West of Harriet St","4828","48.45622","-123.38117","2eb42dfe1d76d09563acfd57a73f6bd7b2f3e7789f513beedd2c716c90210a43","publicwebpage"
"143","100053580","Lochside South of Nigel Ave","4828","48.45888","-123.37548","f7fcaf0cf39b65a3838631a309c903dc91f7ab122b15e47fa1aa29dd99748495","publicwebpage"
"144","100053581","Galloping Goose South of Culduthal St","4828","48.4524034199184","-123.376623381927","d7958a3cdcf8488878659ce78c3a9cab6467088f808d417a881bf59d8a1a6b44","publicwebpage"
"145","100053582","Galloping Goose West of E&N","4828","48.46088","-123.4551","f880fdc8cd62a069de47f4c7e4985e659d5249d5761e53bdd3e212d4ea809d48","publicwebpage"
"146","100053583","Lochside South of Mt Newton X Rd","4828","48.59312","-123.39825","f704af237cbab78fb53080caaac3b892da65964700563f475129e51074720fa3","publicwebpage"
"147","100053586","Oberbaumbrücke","4728","52.5017751231756","13.4456888849346","521811fdc476ce252d675a9157bdd9c09f447b93ffd60c92cc4234760b11fa33","publicwebpage"
"148","100053595","Holmberget","6286","63.4764046789501","10.8821740335959","4d40917290c010fe6f58fb28c4d465a34a3b9a2d28b53b030cc2c0bd57cffd8c","publicwebpage"
"149","100053596","Tønsåsen","6286","63.4409986213394","10.9493424437034","eb6a3dae486768a8ed21f63cc2a001858d9b25bbf39559e73b65375f5aa56cdd","publicwebpage"
"150","100033127","<U+6CA7><U+5DDE><U+89E3><U+653E><U+897F><U+8DEF><U+81EA><U+884C><U+8F66><U+8BA1><U+6570><U+5668>","Beijing University ","38.30385","116.8277","","publicwebpageplus"
"151","100033128","<U+6CA7><U+5DDE><U+8FD0><U+6CB3><U+7EFF><U+9053><U+5BA2><U+6D41><U+8BA1><U+6570><U+5668>","Beijing University ","38.30905","116.8464","","publicwebpageplus"
"152","100033129","<U+5317><U+4EAC><U+6768><U+6885><U+7AF9>Beijing_Multi","Beijing University ","39.8943335126755","116.386364992672","","publicwebpageplus"
"153","100033130","<U+5317><U+4EAC><U+524D><U+95E8>Beijing_Pyrobox","Beijing University ","39.894337","116.38904","","publicwebpageplus"
"154","100054054","Citix 3D Yangmeizhu","Beijing University ","39.8943952932607","116.38638637304","","publicwebpageplus"
"155","100063460","exit","Beijing University ","38.30385","116.8277","","publicwebpageplus"
"156","300021755","<U+6768><U+6885><U+7AF9><U+4E34><U+65F6><U+8BA1><U+6570><U+70B9>","Beijing University ","39.8943163071742","116.386279463768","","publicwebpageplus"
"157","100054054","CITIX-3D Yangmeizhu","5447","39.8943952932607","116.38638637304","b6c7a868eb09e545f1d63ff293dc49747ac2d519225d3c07903eac92f9c63ef7","publicwebpage"
"158","100054190","Eco-TOTEM Viipurintie","6091","60.99920319392","24.4775347710311","6ed573bb05dba37f0b7ea185413ecbb253555fd76e186d93f3b5f23c76b24f1c","publicwebpage"
"159","100054604","Kensington - Joe Sakic","4852","49.2535197473041","-122.966619088964","28a796152c88b8a10ee4f6ea7f2ef4bf42eb8a90373ffff4c67d008f1bfa7242","publicwebpage"
"160","100054630","Gamle Ringeriksvei","4754","59.9151323781511","10.5901901745241","a7e8a10df8810642eb62e62bbac9fe81c0d83cb0c69a034e124db0d8d60b03c2","publicwebpage"
"161","100054631","Fornebuveien","4754","59.9090150290688","10.6290898322797","bc1d1c3effaf11d4774d677d644f9760f49a9b972423d0e9321ce6bc125f8f02","publicwebpage"
"162","100054654","Karl-Bröger-Tunnel","4876","49.4444004925686","11.0755011039822","940e10ef9638263fd55412e167d9eee6f5db6172bbd3d3240924eb03ba12663a","publicwebpage"
"163","100055174","Musikbrua","4754","59.8932576211038","10.5452377798792","3fb1bdb377f41b3307eba027de94cb078ce85a096e3d01d87fdf2d2cc6548678","publicwebpage"
"164","100055268","Rachel 4 (@ Pie IX)","630","45.5536465345401","-73.5557600288962","9e568e721a0c35ca3d5461d44a6c2be862e5db8392f41c94c4eebaabd041626a","publicwebpage"
"165","100055603","Argyle Street","4052","44.6458761305282","-63.5747748613358","f1d3e15fa655dc3d6c0f4a86decedd6f4c5bb2b33b5e2a2256093ec154886739","publicwebpage"
"166","100055640","An der Alche","7058","50.880333","8.010402","0d78423852517bf36f9379f7d3ee5efa8dbee43963af13c7a4c27c315ffa40b2","publicwebpage"
"167","100038255","Gloucester St Pyro Box","Hawkes Bay Regional Council","-39.5477861720179","176.840052200508","","publicwebpageplus"
"168","100040933","Bridge Pa TEMP Survey","Hawkes Bay Regional Council","-36.7455","175.48142","","publicwebpageplus"
"169","100055641","Tiergartenstraße","7058","50.888827","8.024446","6ef37ec3b9853c2aa6cc6b0c840369c9a40589a7390f5acd262b1f2b9f68ec4e","publicwebpage"
"170","100055642","Siegarena Eiserfeld","7058","50.850847","7.994401","433b0ad4c72302619cf6eeec727e9b2e01685a7e08cd1d9c03d12390f342278c","publicwebpage"
"171","100055848","03 Zülpicher Straße kpl","677","50.9274065378675","6.93428397989774","a63d7452bb6735f41cab50f64a6d29d7a89701c3f15adcfd52af9e3817c130cc","publicwebpage"
"172","100056769","Hardtstraße","4206","49.3886384101731","8.67669265277856","344c0c2b5b16b5c2273802deb9108bd426ee55b3e4b78932784ee4a0c986f537","publicwebpage"
"173","100056770","Bahnstadtpromenade","4206","49.397708811771","8.67267894973753","78418ad489fac3752e50fa5ddcb7828a3855431cba67c787ba6e514c1927a1fc","publicwebpage"
"174","100056900","Uni-Campus","888","54.07839","12.10193","13a550c4cc8ec1ff2f290b5ab251c32864751b210f76ef599569809d05e70ab1","publicwebpage"
"175","100056923","Gögginger Straße südlich Rosenaustraße","5417","48.3600286153053","10.8896257989502","13ce89d50fb096fe85c2f2a3324bfd3d288439c8fa560cb9016a594a2fff5d01","publicwebpage"
"176","100056927","Färberstraße/Gollwitzerstr.","5417","48.3613605848565","10.8740252793438","49902a020393f1f4332cc8d9fc097f956aeaf7d02ffd71c17d3e82e59ad97bd5","publicwebpage"
"177","100056928","Haunstetter Straße Höhe protestantischer Friedhof","5417","48.3538000926673","10.9020495925903","f88b24b6c2e4a1fb6fb8e5a89095ab74cfd02015e1244b07c9bb69a355949203","publicwebpage"
"178","100056929","Friedrich-Ebert-Straße östlich Haltestelle Messe","5417","48.3377808596721","10.885667684704","630464b1ab6ba4f343b20f1e1d517eaab5a46a4a1b77b45282681fd70cafe418","publicwebpage"
"179","100034583","La clé des champs","Meurthe & Moselle Etude de fréquentation des itinéraires du PDIPR","48.4283198794203","6.8194927962448","","publicwebpageplus"
"180","100034584","GR534®","Meurthe & Moselle Etude de fréquentation des itinéraires du PDIPR","48.6385868923073","6.75249221655271","","publicwebpageplus"
"181","100034685","GR5®","Meurthe & Moselle Etude de fréquentation des itinéraires du PDIPR","48.8924055075574","5.97483675398811","","publicwebpageplus"
"182","100036244","GRP® + ENS Marais Droitaumont","Meurthe & Moselle Etude de fréquentation des itinéraires du PDIPR","49.1478363766651","5.85909247398376","","publicwebpageplus"
"183","100036245","Circuit du Brénon","Meurthe & Moselle Etude de fréquentation des itinéraires du PDIPR","48.4011712572763","6.03391707529462","","publicwebpageplus"
"184","100036246","GR570®","Meurthe & Moselle Etude de fréquentation des itinéraires du PDIPR","49.48914994","5.7268815","","publicwebpageplus"
"185","100036247","ENS du Vallon de Bellefontaine","Meurthe & Moselle Etude de fréquentation des itinéraires du PDIPR","48.71948","6.13993","","publicwebpageplus"
"186","100036248","GRP® Entre côte de Moselle et Côte de Meuse","Meurthe & Moselle Etude de fréquentation des itinéraires du PDIPR","49.1404355182434","5.91937780380249","","publicwebpageplus"
"187","100036249","GR703® + Compostelle","Meurthe & Moselle Etude de fréquentation des itinéraires du PDIPR","48.6728176090425","5.83184148214574","","publicwebpageplus"
"188","100036250","Site du Terrouin","Meurthe & Moselle Etude de fréquentation des itinéraires du PDIPR","48.75042735844","5.98453402519226","","publicwebpageplus"
"189","300024162","Clé des champs","Meurthe & Moselle Etude de fréquentation des itinéraires du PDIPR","48.4202155004887","6.8059766292572","","publicwebpageplus"
"190","300024163","Site de Micheville","Meurthe & Moselle Etude de fréquentation des itinéraires du PDIPR","49.4785117812422","5.91358423233032","","publicwebpageplus"
"191","100056930","Friedberger Straße östlich Afrabrücke","5417","48.3551047763628","10.9376340607374","e2690754227ffe99e3fead799ea91043901e1d321d184bdf5148f9e8f2f63f87","publicwebpage"
"192","100057082","Wartostrada Zach","6113","52.4069450545811","16.9449359178543","8edbb120eedb6b1f84845b0e752208898c95bfcac866a6c449dc89da5a883b90","publicwebpage"
"193","100057083","Wartostrada Wsch","6113","52.3953783166863","16.941105723381","021088610b99bc7cb8e30aac97c0912c0302241ef3899ab7c81750fc8aad11d8","publicwebpage"
"194","100057124","Zülpicher Neu kpl","677","50.9271949307839","6.93332993368567","619c4cf5eb39ce19d8d78319aeea3e947927234254db50f6d0a38ffe9af0a7e8","publicwebpage"
"195","100057246","Stadt Ulm Fahrradzähler","7152","48.4008","9.95768","45bc43f23237e1bf069e60347444d85f8185350f7de925845a4eed04807b87d2","publicwebpage"
